zip,city,pop,state,loc
48359,ORION,5264,MI,"[-83.291701, 42.720779]"
48360,ORION,6725,MI,"[-83.282792, 42.742212]"
48362,ORION,11862,MI,"[-83.253208, 42.780598]"
48363,OAKLAND,3716,MI,"[-83.171116, 42.773179]"
48367,ADDISON TOWNSHIP,3963,MI,"[-83.138089, 42.836423]"
48370,OXFORD,1267,MI,"[-83.200455, 42.826451]"
48371,OXFORD,13306,MI,"[-83.282892, 42.822272]"
48374,NOVI,5302,MI,"[-83.522423, 42.473495]"
48375,NOVI,19067,MI,"[-83.457741, 42.460354]"
48377,NOVI,6011,MI,"[-83.472838, 42.513616]"
48380,MILFORD,4050,MI,"[-83.650796, 42.601951]"
48381,MILFORD,10297,MI,"[-83.592404, 42.575841]"
48382,COMMERCE TOWNSHI,16939,MI,"[-83.49467, 42.589424]"
48383,WHITE LAKE,7528,MI,"[-83.539838, 42.658004]"
48386,WHITE LAKE,14778,MI,"[-83.473809, 42.641003]"
48390,WOLVERINE LAKE,15904,MI,"[-83.479623, 42.550384]"
48393,WIXOM,9337,MI,"[-83.528486, 42.534037]"
48401,APPLEGATE,1338,MI,"[-82.647865, 43.361899]"
48412,ATTICA,5780,MI,"[-83.166842, 43.054673]"
48413,BAD AXE,7321,MI,"[-83.005378, 43.806745]"
48414,BANCROFT,7199,MI,"[-84.120725, 42.881957]"
48415,BIRCH RUN,7961,MI,"[-83.790287, 43.264868]"
48416,BROWN CITY,4646,MI,"[-82.997836, 43.217073]"
48417,BURT,5487,MI,"[-83.951073, 43.24043]"
48418,BYRON,3085,MI,"[-83.97297, 42.805928]"
48419,CARSONVILLE,2621,MI,"[-82.602169, 43.425805]"
48420,CLIO,21345,MI,"[-83.724949, 43.177885]"
48421,COLUMBIAVILLE,6499,MI,"[-83.381055, 43.150334]"
48422,CROSWELL,5931,MI,"[-82.633721, 43.262245]"
48423,DAVISON,26713,MI,"[-83.526771, 43.034777]"
48426,DECKER,480,MI,"[-83.063791, 43.477532]"
48427,DECKERVILLE,4623,MI,"[-82.719118, 43.515087]"
48428,DRYDEN,3095,MI,"[-83.150066, 42.937772]"
48429,DURAND,7797,MI,"[-83.987651, 42.91171]"
48430,FENTON,25337,MI,"[-83.729351, 42.785098]"
48432,FILION,988,MI,"[-82.982483, 43.901362]"
48433,FLUSHING,23082,MI,"[-83.842391, 43.071954]"
48435,FOSTORIA,2242,MI,"[-83.379593, 43.264504]"
48436,GAINES,2931,MI,"[-83.885488, 42.881333]"
48438,GOODRICH,5184,MI,"[-83.484459, 42.914734]"
48439,GRAND BLANC,30329,MI,"[-83.626414, 42.928163]"
48441,HARBOR BEACH,4046,MI,"[-82.688608, 43.831249]"
48442,HOLLY,15119,MI,"[-83.612737, 42.790494]"
48444,IMLAY CITY,6493,MI,"[-83.070799, 43.042512]"
48445,KINDE,1082,MI,"[-82.975529, 43.948003]"
48446,LAPEER,27632,MI,"[-83.333153, 43.057879]"
48449,LENNON,3778,MI,"[-83.927908, 42.969323]"
48450,LEXINGTON,3815,MI,"[-82.530103, 43.24348]"
48451,LINDEN,10127,MI,"[-83.799281, 42.810379]"
48453,MARLETTE,4869,MI,"[-83.057253, 43.339882]"
48454,MELVIN,816,MI,"[-82.839277, 43.19304]"
48455,METAMORA,6719,MI,"[-83.318371, 42.942365]"
48456,MINDEN CITY,1637,MI,"[-82.729863, 43.681393]"
48457,MONTROSE,7181,MI,"[-83.882411, 43.175381]"
48458,MOUNT MORRIS,27347,MI,"[-83.689523, 43.11601]"
48460,NEW LOTHROP,3206,MI,"[-83.985144, 43.138781]"
48461,NORTH BRANCH,6106,MI,"[-83.226664, 43.206887]"
48462,ORTONVILLE,10315,MI,"[-83.428811, 42.840943]"
48463,OTISVILLE,4130,MI,"[-83.517187, 43.170584]"
48464,OTTER LAKE,2442,MI,"[-83.424219, 43.218334]"
48465,PALMS,611,MI,"[-82.701737, 43.625671]"
48466,PECK,1658,MI,"[-82.81929, 43.26938]"
48467,PORT AUSTIN,2508,MI,"[-82.998427, 44.022292]"
48468,PORT HOPE,1490,MI,"[-82.752893, 43.927989]"
48469,PORT SANILAC,254,MI,"[-82.546794, 43.43292]"
48470,RUTH,1162,MI,"[-82.741396, 43.740436]"
48471,SANDUSKY,4198,MI,"[-82.840939, 43.405541]"
48472,SNOVER,2301,MI,"[-82.930063, 43.488649]"
48473,SWARTZ CREEK,18263,MI,"[-83.817005, 42.946776]"
48475,UBLY,2802,MI,"[-82.964013, 43.689631]"
48502,FLINT,1359,MI,"[-83.687768, 43.012321]"
48503,FLINT,33451,MI,"[-83.691429, 43.012836]"
48504,NORTHWEST,40445,MI,"[-83.729908, 43.04247]"
48505,FLINT,42423,MI,"[-83.700093, 43.063369]"
48506,NORTHEAST,35154,MI,"[-83.640192, 43.052596]"
48507,FLINT,37656,MI,"[-83.688999, 42.97303]"
48509,NORTHEAST,9432,MI,"[-83.606295, 43.024493]"
48519,SOUTHEAST,6081,MI,"[-83.610424, 42.993847]"
48529,SOUTHEAST,11092,MI,"[-83.671064, 42.97268]"
48532,NORTHWEST,20367,MI,"[-83.768576, 43.01021]"
48601,SAGINAW,55547,MI,"[-83.915626, 43.404692]"
48602,SAGINAW,34096,MI,"[-83.974455, 43.424838]"
48603,SAGINAW,49303,MI,"[-84.03028, 43.43251]"
48604,SAGINAW,11937,MI,"[-83.951421, 43.473223]"
48607,SAGINAW,3436,MI,"[-83.931872, 43.430141]"
48610,ALGER,2015,MI,"[-84.18719, 44.139488]"
48611,AUBURN,6154,MI,"[-84.10267, 43.607988]"
48612,BEAVERTON,9682,MI,"[-84.424059, 43.886576]"
48613,BENTLEY,1022,MI,"[-84.144738, 43.886028]"
48614,BRANT,1572,MI,"[-84.297849, 43.25484]"
48615,BRECKENRIDGE,2266,MI,"[-84.502319, 43.393463]"
48616,CHESANING,4567,MI,"[-84.112156, 43.182387]"
48617,CLARE,6635,MI,"[-84.763463, 43.822318]"
48618,COLEMAN,5866,MI,"[-84.591058, 43.749397]"
48619,COMINS,515,MI,"[-84.026061, 44.826354]"
48620,EDENVILLE,237,MI,"[-84.396227, 43.802757]"
48621,FAIRVIEW,1785,MI,"[-84.052532, 44.72046]"
48622,FARWELL,4456,MI,"[-84.875402, 43.834163]"
48623,FREELAND,10892,MI,"[-84.182173, 43.516134]"
48624,GLADWIN,11790,MI,"[-84.496801, 44.029618]"
48625,HARRISON,9223,MI,"[-84.77289, 44.028478]"
48626,HEMLOCK,5711,MI,"[-84.226563, 43.409911]"
48628,HOPE,1339,MI,"[-84.329605, 43.788167]"
48629,HOUGHTON LAKE,5625,MI,"[-84.742175, 44.341327]"
48631,KAWKAWLIN,3935,MI,"[-83.992657, 43.679399]"
48632,LAKE,7779,MI,"[-84.978597, 43.850164]"
48634,LINWOOD,4719,MI,"[-84.013341, 43.737448]"
48635,LUPTON,1784,MI,"[-83.990473, 44.397578]"
48636,LUZERNE,744,MI,"[-84.246742, 44.629594]"
48637,MERRILL,2702,MI,"[-84.330757, 43.393892]"
48640,MIDLAND,26370,MI,"[-84.26796, 43.637562]"
48642,MIDLAND,24643,MI,"[-84.197941, 43.637488]"
48647,MIO,3508,MI,"[-84.135264, 44.666481]"
48649,OAKLEY,3506,MI,"[-84.209379, 43.150533]"
48650,PINCONNING,8659,MI,"[-84.008162, 43.849079]"
48651,PRUDENVILLE,4484,MI,"[-84.662747, 44.297394]"
48652,RHODES,2034,MI,"[-84.213402, 43.851745]"
48653,ROSCOMMON,8311,MI,"[-84.660092, 44.483908]"
48654,ROSE CITY,2962,MI,"[-84.125562, 44.41672]"
48655,SAINT CHARLES,6272,MI,"[-84.159785, 43.286271]"
48656,SAINT HELEN,3686,MI,"[-84.424704, 44.366489]"
48657,SANFORD,5154,MI,"[-84.395446, 43.720352]"
48658,STANDISH,5314,MI,"[-83.943297, 43.973287]"
48659,STERLING,2855,MI,"[-84.012567, 44.067837]"
48661,WEST BRANCH,7739,MI,"[-84.228623, 44.279032]"
48662,WHEELER,2144,MI,"[-84.424335, 43.396224]"
48701,AKRON,1694,MI,"[-83.539262, 43.584373]"
48703,AU GRES,1568,MI,"[-83.702024, 44.033802]"
48705,BARTON CITY,755,MI,"[-83.599372, 44.701956]"
48706,UNIVERSITY CENTE,41677,MI,"[-83.919885, 43.612165]"
48708,BAY CITY,29918,MI,"[-83.878073, 43.58205]"
48720,BAY PORT,1693,MI,"[-83.352461, 43.837744]"
48721,BLACK RIVER,373,MI,"[-83.34071, 44.813842]"
48722,BRIDGEPORT,3792,MI,"[-83.854906, 43.355309]"
48723,CARO,11389,MI,"[-83.383469, 43.483272]"
48725,CASEVILLE,2939,MI,"[-83.265924, 43.94292]"
48726,CASS CITY,7414,MI,"[-83.173264, 43.579677]"
48727,CLIFFORD,1444,MI,"[-83.174105, 43.309953]"
48728,CURRAN,188,MI,"[-83.831989, 44.733606]"
48729,DEFORD,556,MI,"[-83.170244, 43.473482]"
48730,EAST TAWAS,5006,MI,"[-83.477629, 44.300823]"
48731,ELKTON,2292,MI,"[-83.178642, 43.834437]"
48732,ESSEXVILLE,12019,MI,"[-83.821659, 43.606908]"
48733,FAIRGROVE,3175,MI,"[-83.583534, 43.512574]"
48734,FRANKENMUTH,6931,MI,"[-83.747482, 43.340965]"
48735,GAGETOWN,759,MI,"[-83.262788, 43.654251]"
48737,GLENNIE,1153,MI,"[-83.689948, 44.558234]"
48738,GREENBUSH,1121,MI,"[-83.326883, 44.548044]"
48739,HALE,3317,MI,"[-83.835941, 44.38189]"
48740,HARRISVILLE,2250,MI,"[-83.34243, 44.654595]"
48741,KINGSTON,2475,MI,"[-83.184727, 43.398153]"
48742,LINCOLN,1167,MI,"[-83.394669, 44.711124]"
48743,LONG LAKE,349,MI,"[-83.817058, 44.448465]"
48744,MAYVILLE,4271,MI,"[-83.372529, 43.356156]"
48745,MIKADO,1392,MI,"[-83.435518, 44.583275]"
48746,MILLINGTON,8752,MI,"[-83.561944, 43.271772]"
48747,MUNGER,1898,MI,"[-83.767221, 43.528585]"
48748,NATIONAL CITY,1823,MI,"[-83.683948, 44.313746]"
48749,OMER,965,MI,"[-83.842956, 44.049939]"
48750,OSCODA,14188,MI,"[-83.361908, 44.446485]"
48754,OWENDALE,1833,MI,"[-83.230703, 43.720648]"
48755,PIGEON,1891,MI,"[-83.275508, 43.817909]"
48756,PRESCOTT,4816,MI,"[-84.021197, 44.20999]"
48757,REESE,2830,MI,"[-83.701529, 43.453094]"
48759,SEBEWAING,3203,MI,"[-83.436622, 43.728888]"
48760,SILVERWOOD,964,MI,"[-83.271974, 43.31413]"
48761,SOUTH BRANCH,968,MI,"[-83.868574, 44.501403]"
48762,SPRUCE,1531,MI,"[-83.504391, 44.822443]"
48763,TAWAS CITY,3868,MI,"[-83.544905, 44.267485]"
48765,TURNER,2664,MI,"[-83.650679, 44.10543]"
48766,TWINING,934,MI,"[-83.849118, 44.12929]"
48767,UNIONVILLE,2111,MI,"[-83.469898, 43.647341]"
48768,VASSAR,9979,MI,"[-83.584449, 43.369052]"
48770,WHITTEMORE,1754,MI,"[-83.806842, 44.232514]"
48801,ALMA,11018,MI,"[-84.663484, 43.380877]"
48806,ASHLEY,2278,MI,"[-84.48796, 43.189103]"
48807,BANNISTER,1499,MI,"[-84.359679, 43.161537]"
48808,BATH,3695,MI,"[-84.454547, 42.820563]"
48809,BELDING,8995,MI,"[-85.231272, 43.088546]"
48811,CARSON CITY,4190,MI,"[-84.865334, 43.169496]"
48813,CHARLOTTE,17424,MI,"[-84.835181, 42.570169]"
48815,CLARKSVILLE,2027,MI,"[-85.249384, 42.830177]"
48817,CORUNNA,3906,MI,"[-84.027618, 43.041402]"
48818,CRYSTAL,2279,MI,"[-84.899328, 43.262382]"
48819,DANSVILLE,2338,MI,"[-84.293932, 42.550485]"
48820,DEWITT,10811,MI,"[-84.579654, 42.842784]"
48821,DIMONDALE,5131,MI,"[-84.648593, 42.650094]"
48822,EAGLE,1937,MI,"[-84.758971, 42.826306]"
48823,EAST LANSING,61997,MI,"[-84.476409, 42.738805]"
48827,EATON RAPIDS,12987,MI,"[-84.656545, 42.516624]"
48829,EDMORE,2515,MI,"[-85.028003, 43.411578]"
48831,CARLAND,2487,MI,"[-84.390965, 43.086918]"
48832,ELWELL,1006,MI,"[-84.763103, 43.410565]"
48834,FENWICK,1440,MI,"[-85.066566, 43.149682]"
48835,FOWLER,2253,MI,"[-84.759969, 42.994144]"
48836,FOWLERVILLE,8519,MI,"[-84.072085, 42.661438]"
48837,GRAND LEDGE,16000,MI,"[-84.737314, 42.752924]"
48838,GREENVILLE,12208,MI,"[-85.249705, 43.17926]"
48840,HASLETT,10679,MI,"[-84.398887, 42.753088]"
48841,HENDERSON,534,MI,"[-84.185777, 43.081708]"
48842,HOLT,15960,MI,"[-84.524232, 42.639401]"
48843,HOWELL,28075,MI,"[-83.92481, 42.615933]"
48845,HUBBARDSTON,1407,MI,"[-84.817282, 43.082776]"
48846,IONIA,18602,MI,"[-85.070985, 42.98592]"
48847,ITHACA,6418,MI,"[-84.60883, 43.282808]"
48848,LAINGSBURG,8214,MI,"[-84.352991, 42.86271]"
48849,LAKE ODESSA,5386,MI,"[-85.135667, 42.786335]"
48850,LAKEVIEW,6000,MI,"[-85.292421, 43.42694]"
48851,LYONS,2488,MI,"[-84.920943, 42.963429]"
48854,MASON,17286,MI,"[-84.45609, 42.579588]"
48856,MIDDLETON,1181,MI,"[-84.755221, 43.168911]"
48857,MORRICE,718,MI,"[-84.176771, 42.83851]"
48858,MOUNT PLEASANT,33732,MI,"[-84.773571, 43.601295]"
48860,MUIR,1885,MI,"[-84.93909, 43.043864]"
48861,MULLIKEN,1903,MI,"[-84.897911, 42.737657]"
48864,OKEMOS,17587,MI,"[-84.418696, 42.705341]"
48865,ORLEANS,1678,MI,"[-85.116547, 43.089459]"
48866,OVID,5004,MI,"[-84.364939, 42.996927]"
48867,OWOSSO,29958,MI,"[-84.159486, 42.993407]"
48871,PERRINTON,1791,MI,"[-84.665984, 43.16492]"
48872,PERRY,5746,MI,"[-84.231346, 42.820012]"
48873,PEWAMO,654,MI,"[-84.849217, 43.000747]"
48875,PORTLAND,8824,MI,"[-84.913933, 42.862414]"
48876,POTTERVILLE,2795,MI,"[-84.734589, 42.639779]"
48877,RIVERDALE,1211,MI,"[-84.826607, 43.409817]"
48878,ROSEBUSH,2025,MI,"[-84.783299, 43.68427]"
48879,SAINT JOHNS,16472,MI,"[-84.571934, 43.005924]"
48880,SAINT LOUIS,7552,MI,"[-84.595239, 43.42777]"
48881,SARANAC,5911,MI,"[-85.229938, 42.928534]"
48883,SHEPHERD,17397,MI,"[-84.587317, 43.565668]"
48884,SHERIDAN,3030,MI,"[-85.046838, 43.212632]"
48885,SIDNEY,642,MI,"[-85.120671, 43.23579]"
48886,SIX LAKES,2132,MI,"[-85.141569, 43.433714]"
48888,STANTON,6997,MI,"[-85.099548, 43.305841]"
48889,SUMNER,2771,MI,"[-84.790662, 43.309144]"
48890,SUNFIELD,2282,MI,"[-84.981305, 42.769314]"
48891,VESTABURG,3540,MI,"[-84.908168, 43.387025]"
48892,WEBBERVILLE,4561,MI,"[-84.17013, 42.662981]"
48893,WEIDMAN,708,MI,"[-85.004567, 43.645284]"
48894,WESTPHALIA,2099,MI,"[-84.785567, 42.912308]"
48895,WILLIAMSTON,9270,MI,"[-84.292596, 42.696652]"
48897,WOODLAND,1405,MI,"[-85.13261, 42.705654]"
48906,LANSING,28434,MI,"[-84.558043, 42.763464]"
48910,LANSING,37654,MI,"[-84.549005, 42.700784]"
48911,LANSING,39930,MI,"[-84.577168, 42.679727]"
48912,LANSING,19898,MI,"[-84.524414, 42.737115]"
48915,LANSING,11703,MI,"[-84.570398, 42.739074]"
48917,LANSING,28475,MI,"[-84.62439, 42.737621]"
48933,LANSING,2780,MI,"[-84.557142, 42.733429]"
49001,KALAMAZOO,45278,MI,"[-85.545653, 42.273565]"
49002,KALAMAZOO,40439,MI,"[-85.595691, 42.207482]"
49004,PARCHMENT,15968,MI,"[-85.541959, 42.326538]"
49007,KALAMAZOO,44854,MI,"[-85.613722, 42.295688]"
49008,KALAMAZOO,19435,MI,"[-85.609645, 42.262432]"
49009,KALAMAZOO,22218,MI,"[-85.686333, 42.280947]"
49010,ALLEGAN,15532,MI,"[-85.86608, 42.525609]"
49011,ATHENS,2436,MI,"[-85.231742, 42.102962]"
49012,AUGUSTA,2896,MI,"[-85.354012, 42.356313]"
49013,BANGOR,8743,MI,"[-86.131096, 42.33122]"
49015,BATTLE CREEK,29828,MI,"[-85.212825, 42.302806]"
49017,BATTLE CREEK,62035,MI,"[-85.181106, 42.332218]"
49021,BELLEVUE,6911,MI,"[-85.048867, 42.452474]"
49022,BENTON HARBOR,37550,MI,"[-86.423417, 42.108594]"
49026,BLOOMINGDALE,1958,MI,"[-85.956757, 42.384232]"
49028,BRONSON,7024,MI,"[-85.183767, 41.864316]"
49029,BURLINGTON,1898,MI,"[-85.105, 42.123859]"
49030,BURR OAK,3192,MI,"[-85.334536, 41.845898]"
49031,CASSOPOLIS,6622,MI,"[-85.992273, 41.896805]"
49032,CENTREVILLE,3606,MI,"[-85.496299, 41.921685]"
49033,CERESCO,1128,MI,"[-85.11285, 42.212741]"
49034,CLIMAX,983,MI,"[-85.323832, 42.233979]"
49036,COLDWATER,20278,MI,"[-85.005682, 41.925464]"
49038,COLOMA,9987,MI,"[-86.32247, 42.202952]"
49040,COLON,2800,MI,"[-85.330588, 41.957605]"
49042,CONSTANTINE,5737,MI,"[-85.657094, 41.846029]"
49043,COVERT,2544,MI,"[-86.274294, 42.291074]"
49045,DECATUR,8320,MI,"[-86.033808, 42.101219]"
49046,DELTON,7306,MI,"[-85.406706, 42.514102]"
49047,DOWAGIAC,14921,MI,"[-86.116766, 41.990965]"
49050,DOWLING,909,MI,"[-85.249452, 42.501478]"
49051,EAST LEROY,1915,MI,"[-85.231083, 42.196125]"
49052,FULTON,720,MI,"[-85.322659, 42.139086]"
49053,GALESBURG,4820,MI,"[-85.423665, 42.294843]"
49055,GOBLES,4476,MI,"[-85.853649, 42.370182]"
49056,GRAND JUNCTION,2100,MI,"[-86.054052, 42.376081]"
49057,HARTFORD,5826,MI,"[-86.168703, 42.208807]"
49058,HASTINGS,15043,MI,"[-85.293687, 42.643007]"
49060,HICKORY CORNERS,1823,MI,"[-85.399784, 42.423682]"
49061,JONES,2121,MI,"[-85.834111, 41.912903]"
49064,LAWRENCE,3030,MI,"[-86.052543, 42.207635]"
49065,LAWTON,5933,MI,"[-85.828966, 42.154462]"
49066,LEONIDAS,765,MI,"[-85.349683, 42.029394]"
49067,MARCELLUS,3481,MI,"[-85.798776, 42.027461]"
49068,MARSHALL,14844,MI,"[-84.95828, 42.272047]"
49070,MARTIN,2366,MI,"[-85.610646, 42.548321]"
49071,MATTAWAN,6461,MI,"[-85.794281, 42.245069]"
49072,MENDON,3598,MI,"[-85.472697, 42.014262]"
49073,NASHVILLE,5517,MI,"[-85.122029, 42.593721]"
49076,OLIVET,4084,MI,"[-84.897312, 42.445947]"
49078,OTSEGO,10614,MI,"[-85.703497, 42.472334]"
49079,PAW PAW,11455,MI,"[-85.900488, 42.234931]"
49080,PLAINWELL,15308,MI,"[-85.59936, 42.454379]"
49082,QUINCY,8671,MI,"[-84.849295, 41.970694]"
49083,RICHLAND,5676,MI,"[-85.444651, 42.375689]"
49085,SAINT JOSEPH,22984,MI,"[-86.478341, 42.063959]"
49087,SCHOOLCRAFT,5324,MI,"[-85.663741, 42.132857]"
49088,SCOTTS,3249,MI,"[-85.468492, 42.181892]"
49089,SHERWOOD,2310,MI,"[-85.240797, 42.010736]"
49090,SOUTH HAVEN,12604,MI,"[-86.254207, 42.404096]"
49091,STURGIS,16597,MI,"[-85.426357, 41.808934]"
49092,TEKONSHA,2747,MI,"[-84.992602, 42.086326]"
49093,THREE RIVERS,17021,MI,"[-85.637125, 41.959598]"
49094,UNION CITY,3600,MI,"[-85.135637, 42.055134]"
49095,VANDALIA,1839,MI,"[-85.875546, 41.895506]"
49096,VERMONTVILLE,2978,MI,"[-85.010984, 42.63921]"
49097,VICKSBURG,8152,MI,"[-85.502376, 42.120896]"
49098,WATERVLIET,4793,MI,"[-86.26037, 42.193804]"
49099,WHITE PIGEON,6161,MI,"[-85.67501, 41.792891]"
49101,BARODA,3030,MI,"[-86.491274, 41.948818]"
49102,BERRIEN CENTER,2324,MI,"[-86.285039, 41.948439]"
49103,BERRIEN SPRINGS,11600,MI,"[-86.354013, 41.948002]"
49106,BRIDGMAN,4073,MI,"[-86.554334, 41.936199]"
49107,BUCHANAN,10342,MI,"[-86.370844, 41.83269]"
49111,EAU CLAIRE,4007,MI,"[-86.297154, 42.015134]"
49112,EDWARDSBURG,8926,MI,"[-86.026252, 41.791258]"
49113,GALIEN,2775,MI,"[-86.503544, 41.819758]"
49116,LAKESIDE,269,MI,"[-86.669354, 41.848459]"
49117,GRAND BEACH,4389,MI,"[-86.74663, 41.785591]"
49120,NILES,33750,MI,"[-86.236789, 41.820168]"
49125,SAWYER,2704,MI,"[-86.588508, 41.882866]"
49126,SODUS,1404,MI,"[-86.3921, 42.052082]"
49127,STEVENSVILLE,9354,MI,"[-86.511862, 42.021968]"
49128,THREE OAKS,3994,MI,"[-86.615411, 41.814976]"
49129,UNION PIER,979,MI,"[-86.691146, 41.82555]"
49130,UNION,1617,MI,"[-85.852905, 41.782678]"
49201,JACKSON,42076,MI,"[-84.387476, 42.254522]"
49202,JACKSON,20387,MI,"[-84.408348, 42.263431]"
49203,JACKSON,38466,MI,"[-84.41321, 42.228963]"
49220,ADDISON,2506,MI,"[-84.312229, 42.003604]"
49221,ADRIAN,33769,MI,"[-84.044556, 41.900516]"
49224,ALBION,13514,MI,"[-84.756052, 42.258073]"
49227,ALLEN,1953,MI,"[-84.760782, 41.926419]"
49228,BLISSFIELD,5635,MI,"[-83.877257, 41.827636]"
49229,BRITTON,2553,MI,"[-83.837722, 41.988713]"
49230,BROOKLYN,7155,MI,"[-84.241353, 42.10436]"
49232,CAMDEN,1500,MI,"[-84.724497, 41.736149]"
49233,CEMENT CITY,1313,MI,"[-84.325423, 42.060395]"
49234,CLARKLAKE,2418,MI,"[-84.352056, 42.123503]"
49235,CLAYTON,2000,MI,"[-84.177519, 41.868648]"
49236,CLINTON,5222,MI,"[-83.944152, 42.063886]"
49237,CONCORD,3375,MI,"[-84.652928, 42.187501]"
49238,DEERFIELD,1427,MI,"[-83.784739, 41.890912]"
49240,GRASS LAKE,6321,MI,"[-84.194041, 42.271071]"
49241,HANOVER,2809,MI,"[-84.584809, 42.102521]"
49242,HILLSDALE,10382,MI,"[-84.620812, 41.923954]"
49245,HOMER,4934,MI,"[-84.81572, 42.141561]"
49246,HORTON,3099,MI,"[-84.497593, 42.119092]"
49247,HUDSON,5953,MI,"[-84.338031, 41.858101]"
49248,JASPER,1240,MI,"[-83.951549, 41.758956]"
49249,JEROME,2686,MI,"[-84.445483, 42.048375]"
49250,JONESVILLE,5671,MI,"[-84.645083, 41.979833]"
49251,LESLIE,5493,MI,"[-84.420653, 42.460279]"
49252,LITCHFIELD,840,MI,"[-84.636095, 42.054039]"
49253,MANITOU BEACH,2714,MI,"[-84.276706, 41.967055]"
49254,MICHIGAN CENTER,4013,MI,"[-84.321315, 42.226294]"
49255,MONTGOMERY,2260,MI,"[-84.849641, 41.792764]"
49256,MORENCI,4699,MI,"[-84.219204, 41.738612]"
49259,MUNITH,3078,MI,"[-84.248486, 42.370317]"
49262,NORTH ADAMS,750,MI,"[-84.520824, 41.971484]"
49264,ONONDAGA,1358,MI,"[-84.553501, 42.448726]"
49265,ONSTED,4601,MI,"[-84.183892, 42.029533]"
49266,OSSEO,7025,MI,"[-84.597388, 41.838413]"
49267,OTTAWA LAKE,4531,MI,"[-83.685559, 41.768276]"
49268,PALMYRA,2289,MI,"[-83.965679, 41.872976]"
49269,PARMA,6185,MI,"[-84.599886, 42.273879]"
49270,PETERSBURG,4832,MI,"[-83.687673, 41.875655]"
49271,PITTSFORD,2552,MI,"[-84.444016, 41.896262]"
49272,PLEASANT LAKE,1685,MI,"[-84.342791, 42.390343]"
49274,READING,2253,MI,"[-84.76475, 41.844194]"
49275,RIDGEWAY,23,MI,"[-83.778429, 42.010554]"
49276,RIGA,961,MI,"[-83.801144, 41.795309]"
49277,RIVES JUNCTION,3676,MI,"[-84.458868, 42.38871]"
49279,SAND CREEK,1197,MI,"[-84.075502, 41.77928]"
49281,SOMERSET,1556,MI,"[-84.39472, 42.044732]"
49283,SPRING ARBOR,2852,MI,"[-84.550127, 42.206861]"
49284,SPRINGPORT,3153,MI,"[-84.703888, 42.38055]"
49285,STOCKBRIDGE,6047,MI,"[-84.175178, 42.460404]"
49286,TECUMSEH,12645,MI,"[-83.955485, 41.995297]"
49287,TIPTON,2473,MI,"[-84.07684, 42.036911]"
49288,WALDRON,2151,MI,"[-84.449636, 41.738608]"
49301,ADA,9568,MI,"[-85.480959, 42.95661]"
49302,ALTO,5391,MI,"[-85.425554, 42.824312]"
49303,BAILEY,670,MI,"[-85.831318, 43.276768]"
49304,BALDWIN,3387,MI,"[-85.881874, 43.889409]"
49305,BARRYTON,1824,MI,"[-85.154654, 43.750651]"
49306,BELMONT,6782,MI,"[-85.586769, 43.077934]"
49307,BIG RAPIDS,18049,MI,"[-85.479705, 43.689679]"
49309,BITELY,1828,MI,"[-85.877799, 43.732132]"
49310,BLANCHARD,2473,MI,"[-85.058856, 43.522778]"
49315,BYRON CENTER,6861,MI,"[-85.713602, 42.801614]"
49316,DUTTON,8634,MI,"[-85.562167, 42.796395]"
49318,CASNOVIA,1283,MI,"[-85.825394, 43.23815]"
49319,CEDAR SPRINGS,9743,MI,"[-85.545238, 43.22148]"
49321,COMSTOCK PARK,11913,MI,"[-85.684468, 43.057813]"
49322,CORAL,895,MI,"[-85.379245, 43.364458]"
49323,DORR,7782,MI,"[-85.762798, 42.723113]"
49325,FREEPORT,1546,MI,"[-85.279134, 42.729703]"
49326,GOWEN,6144,MI,"[-85.315941, 43.223884]"
49327,GRANT,6898,MI,"[-85.836827, 43.339197]"
49328,HOPKINS,2350,MI,"[-85.732195, 42.64209]"
49329,HOWARD CITY,3028,MI,"[-85.485609, 43.408326]"
49330,KENT CITY,3742,MI,"[-85.739949, 43.236235]"
49331,LOWELL,12732,MI,"[-85.365305, 42.95497]"
49332,MECOSTA,1939,MI,"[-85.228034, 43.681317]"
49333,MIDDLEVILLE,8596,MI,"[-85.475901, 42.693247]"
49336,MORLEY,2875,MI,"[-85.447318, 43.505951]"
49337,NEWAYGO,8091,MI,"[-85.759381, 43.419799]"
49338,PARIS,3359,MI,"[-85.521348, 43.767704]"
49339,PIERSON,2177,MI,"[-85.513359, 43.335514]"
49340,REMUS,4990,MI,"[-85.157365, 43.603249]"
49341,ROCKFORD,19778,MI,"[-85.513606, 43.115217]"
49342,RODNEY,1202,MI,"[-85.321884, 43.73791]"
49343,SAND LAKE,4951,MI,"[-85.536655, 43.298109]"
49344,SHELBYVILLE,259,MI,"[-85.628239, 42.593581]"
49345,SPARTA,11522,MI,"[-85.687668, 43.161867]"
49346,STANWOOD,3068,MI,"[-85.444607, 43.601728]"
49347,TRUFANT,1002,MI,"[-85.368489, 43.315611]"
49348,WAYLAND,6756,MI,"[-85.619112, 42.664268]"
49349,WHITE CLOUD,8668,MI,"[-85.75864, 43.539803]"
49401,ALLENDALE,7311,MI,"[-85.924913, 42.971066]"
49402,BRANCH,1741,MI,"[-86.131369, 43.923296]"
49403,CONKLIN,2720,MI,"[-85.853753, 43.149399]"
49404,COOPERSVILLE,5962,MI,"[-85.951722, 43.06013]"
49405,CUSTER,1002,MI,"[-86.220437, 43.94424]"
