zip,city,pop,state,loc
30027,CONLEY,6815,GA,"[-84.327571, 33.645104]"
30030,DECATUR,23185,GA,"[-84.295044, 33.769883]"
30032,DECATUR,56056,GA,"[-84.263165, 33.740825]"
30033,DECATUR,22071,GA,"[-84.281918, 33.812305]"
30034,DECATUR,32312,GA,"[-84.248939, 33.695385]"
30035,DECATUR,15062,GA,"[-84.2143, 33.72784]"
30038,LITHONIA,15583,GA,"[-84.160997, 33.682311]"
30049,ELLENWOOD,16742,GA,"[-84.264333, 33.635376]"
30050,FOREST PARK,26825,GA,"[-84.367075, 33.609737]"
30057,LITHIA SPRINGS,14533,GA,"[-84.66081, 33.772999]"
30058,CENTERVILLE GWIN,37322,GA,"[-84.099291, 33.746412]"
30059,MABLETON,22519,GA,"[-84.565062, 33.816572]"
30060,MARIETTA,52530,GA,"[-84.564881, 33.909199]"
30062,MARIETTA,52642,GA,"[-84.463291, 34.002521]"
30064,MARIETTA,30260,GA,"[-84.607584, 33.934285]"
30066,MARIETTA,41948,GA,"[-84.503817, 34.037807]"
30067,MARIETTA,40460,GA,"[-84.473251, 33.928198]"
30068,MARIETTA,29488,GA,"[-84.438549, 33.967861]"
30071,NORCROSS,16266,GA,"[-84.197158, 33.938145]"
30073,POWDER SPRINGS,27767,GA,"[-84.685645, 33.875377]"
30075,ROSWELL,32144,GA,"[-84.385901, 34.040832]"
30076,ROSWELL,34027,GA,"[-84.310408, 34.021324]"
30079,SCOTTDALE,3288,GA,"[-84.258521, 33.793396]"
30080,SMYRNA,36899,GA,"[-84.502284, 33.879602]"
30082,SMYRNA,17917,GA,"[-84.538234, 33.863051]"
30083,STONE MOUNTAIN,48785,GA,"[-84.201754, 33.794233]"
30084,TUCKER,29307,GA,"[-84.21602, 33.856986]"
30087,STONE MOUNTAIN,27251,GA,"[-84.128829, 33.811511]"
30088,STONE MOUNTAIN,24029,GA,"[-84.18022, 33.75798]"
30092,NORCROSS,19901,GA,"[-84.243787, 33.967688]"
30093,NORCROSS,32345,GA,"[-84.183953, 33.905964]"
30101,ACWORTH,37976,GA,"[-84.647741, 34.075627]"
30103,ADAIRSVILLE,7273,GA,"[-84.917634, 34.359527]"
30104,ARAGON,4692,GA,"[-85.069559, 34.066556]"
30105,ARMUCHEE,2131,GA,"[-85.184298, 34.441082]"
30107,BALL GROUND,4064,GA,"[-84.375756, 34.339262]"
30108,BOWDON,7318,GA,"[-85.25329, 33.537259]"
30110,BREMEN,8495,GA,"[-85.128638, 33.730872]"
30113,BUCHANAN,5931,GA,"[-85.150551, 33.82828]"
30114,CANTON,35773,GA,"[-84.457756, 34.205874]"
30117,CARROLLTON,40344,GA,"[-85.081211, 33.579751]"
30120,CARTERSVILLE,33846,GA,"[-84.820401, 34.186975]"
30124,CAVE SPRING,2650,GA,"[-85.337906, 34.116683]"
30125,CEDARTOWN,20720,GA,"[-85.2459, 34.011196]"
30130,CUMMING,35496,GA,"[-84.146762, 34.220197]"
30132,DALLAS,28118,GA,"[-84.827791, 33.916315]"
30134,DOUGLASVILLE,17182,GA,"[-84.747719, 33.760645]"
30135,DOUGLASVILLE,32887,GA,"[-84.745441, 33.698936]"
30136,DULUTH,30932,GA,"[-84.157936, 33.98619]"
30137,EMERSON,1353,GA,"[-84.757045, 34.119969]"
30139,FAIRMOUNT,3405,GA,"[-84.766878, 34.465241]"
30140,FELTON,489,GA,"[-85.220781, 33.887066]"
30141,HIRAM,6613,GA,"[-84.769875, 33.867286]"
30143,JASPER,8256,GA,"[-84.475881, 34.461965]"
30144,KENNESAW,37120,GA,"[-84.60466, 34.028656]"
30145,KINGSTON,2534,GA,"[-84.997299, 34.250053]"
30147,LINDALE,3502,GA,"[-85.182491, 34.170741]"
30148,MARBLE HILL,98,GA,"[-84.337151, 34.415353]"
30153,ROCKMART,8946,GA,"[-85.05937, 33.997912]"
30161,ROME,33058,GA,"[-85.146501, 34.250726]"
30165,ROME,32739,GA,"[-85.223122, 34.283679]"
30170,ROOPVILLE,2952,GA,"[-85.167148, 33.432226]"
30171,PINE LOG,2257,GA,"[-84.780315, 34.392732]"
30173,SILVER CREEK,5968,GA,"[-85.142933, 34.159272]"
30174,SUWANEE,5965,GA,"[-84.082391, 34.057245]"
30175,TALKING ROCK,3037,GA,"[-84.491154, 34.539356]"
30176,TALLAPOOSA,6172,GA,"[-85.300047, 33.760174]"
30177,TATE,4286,GA,"[-84.365299, 34.42387]"
30178,TAYLORSVILLE,2360,GA,"[-84.973859, 34.122941]"
30179,TEMPLE,7111,GA,"[-85.013315, 33.767687]"
30180,VILLA RICA,12063,GA,"[-84.929697, 33.71729]"
30182,WACO,2297,GA,"[-85.219674, 33.683986]"
30183,WALESKA,3576,GA,"[-84.561981, 34.321662]"
30184,WHITE,3231,GA,"[-84.738327, 34.271683]"
30185,WHITESBURG,3115,GA,"[-84.925426, 33.511093]"
30187,WINSTON,6850,GA,"[-84.863915, 33.663419]"
30188,WOODSTOCK,33172,GA,"[-84.511683, 34.106005]"
30201,ALPHARETTA,19393,GA,"[-84.295167, 34.107677]"
30202,ALPHARETTA,24814,GA,"[-84.238972, 34.035487]"
30203,AUBURN,6457,GA,"[-83.824128, 34.007758]"
30204,BARNESVILLE,9595,GA,"[-84.15147, 33.045713]"
30205,BROOKS,1662,GA,"[-84.476941, 33.298433]"
30206,CONCORD,1591,GA,"[-84.447025, 33.099836]"
30207,CONYERS,24526,GA,"[-84.019818, 33.682932]"
30208,CONYERS,24236,GA,"[-84.012689, 33.607711]"
30209,STARRSVILLE,35231,GA,"[-83.890752, 33.570328]"
30211,DACULA,7320,GA,"[-83.883849, 33.988234]"
30213,FAIRBURN,14110,GA,"[-84.580857, 33.56482]"
30214,WOOLSEY,35007,GA,"[-84.463586, 33.448054]"
30216,FLOVILLA,2238,GA,"[-83.907938, 33.250012]"
30217,GLENN,7230,GA,"[-85.105459, 33.291073]"
30218,ALVATON,2327,GA,"[-84.580576, 33.149902]"
30220,GRANTVILLE,1825,GA,"[-84.834977, 33.247253]"
30221,GRAYSON,5528,GA,"[-83.979846, 33.898344]"
30222,STOVALL,4507,GA,"[-84.742173, 33.037169]"
30223,GRIFFIN,53247,GA,"[-84.272759, 33.2549]"
30228,HAMPTON,10969,GA,"[-84.294744, 33.412398]"
30230,HOGANSVILLE,6378,GA,"[-84.930856, 33.164382]"
30233,JACKSON,13206,GA,"[-83.978391, 33.282006]"
30234,JENKINSBURG,1242,GA,"[-84.026122, 33.318619]"
30236,JONESBORO,55409,GA,"[-84.358968, 33.524236]"
30240,LA GRANGE,43081,GA,"[-85.039511, 33.034025]"
30243,LAWRENCEVILLE,24119,GA,"[-84.014944, 34.005049]"
30244,LAWRENCEVILLE,37778,GA,"[-84.081652, 33.923781]"
30245,LAWRENCEVILLE,30171,GA,"[-83.996413, 33.944293]"
30247,LILBURN,46637,GA,"[-84.119595, 33.873182]"
30248,LOCUST GROVE,5812,GA,"[-84.09825, 33.344936]"
30249,LOGANVILLE,14843,GA,"[-83.903631, 33.83366]"
30251,LUTHERSVILLE,3389,GA,"[-84.757707, 33.179817]"
30253,MC DONOUGH,18550,GA,"[-84.135751, 33.46466]"
30255,MANSFIELD,1438,GA,"[-83.727638, 33.540373]"
30256,MEANSVILLE,1668,GA,"[-84.316938, 33.013387]"
30257,MILNER,3789,GA,"[-84.175909, 33.141023]"
30258,MOLENA,2055,GA,"[-84.45578, 32.997845]"
30259,MORELAND,2056,GA,"[-84.75656, 33.273437]"
30260,MORROW,20584,GA,"[-84.324695, 33.584934]"
30262,NEWBORN,1491,GA,"[-83.668396, 33.494923]"
30263,RAYMOND,32379,GA,"[-84.816952, 33.389404]"
30265,NEWNAN,5345,GA,"[-84.712062, 33.39576]"
30267,OXFORD,10601,GA,"[-83.863517, 33.686474]"
30268,PALMETTO,5838,GA,"[-84.678999, 33.524195]"
30269,PEACHTREE CITY,18724,GA,"[-84.563478, 33.391467]"
30273,REX,7218,GA,"[-84.278228, 33.580805]"
30274,RIVERDALE,23621,GA,"[-84.400348, 33.553126]"
30276,SENOIA,4653,GA,"[-84.591779, 33.284459]"
30277,SHARPSBURG,5956,GA,"[-84.654027, 33.401287]"
30278,SNELLVILLE,34314,GA,"[-84.028011, 33.848607]"
30279,SOCIAL CIRCLE,4598,GA,"[-83.706149, 33.656386]"
30281,STOCKBRIDGE,25401,GA,"[-84.21649, 33.563343]"
30285,THE ROCK,333,GA,"[-84.242359, 32.971734]"
30286,THOMASTON,22925,GA,"[-84.3324, 32.901534]"
30290,TYRONE,3555,GA,"[-84.591357, 33.471948]"
30291,UNION CITY,7411,GA,"[-84.549853, 33.583155]"
30292,WILLIAMSON,2940,GA,"[-84.379493, 33.159838]"
30293,WOODBURY,3648,GA,"[-84.598632, 32.981318]"
30295,ZEBULON,2470,GA,"[-84.310827, 33.100235]"
30296,RIVERDALE,18577,GA,"[-84.43645, 33.566716]"
30303,ATLANTA,1845,GA,"[-84.388846, 33.752504]"
30305,ATLANTA,19122,GA,"[-84.385145, 33.831963]"
30306,ATLANTA,20081,GA,"[-84.351418, 33.786027]"
30307,ATLANTA,16330,GA,"[-84.335957, 33.769138]"
30308,ATLANTA,8549,GA,"[-84.375744, 33.771839]"
30309,ATLANTA,14766,GA,"[-84.388338, 33.798407]"
30310,ATLANTA,34017,GA,"[-84.423173, 33.727849]"
30311,ATLANTA,34880,GA,"[-84.470219, 33.722957]"
30312,ATLANTA,17683,GA,"[-84.378125, 33.746749]"
30313,ATLANTA,8038,GA,"[-84.39352, 33.76825]"
30314,ATLANTA,26649,GA,"[-84.425546, 33.756103]"
30315,ATLANTA,41061,GA,"[-84.380771, 33.705062]"
30316,ATLANTA,34668,GA,"[-84.333913, 33.721686]"
30317,ATLANTA,16395,GA,"[-84.31685, 33.749788]"
30318,ATLANTA,53894,GA,"[-84.445432, 33.786454]"
30319,ATLANTA,32138,GA,"[-84.335091, 33.868728]"
30324,ATLANTA,15044,GA,"[-84.354867, 33.820609]"
30326,ATLANTA,125,GA,"[-84.358232, 33.848168]"
30327,ATLANTA,18467,GA,"[-84.419966, 33.862723]"
30328,SANDY SPRINGS,24238,GA,"[-84.381143, 33.936295]"
30329,ATLANTA,17013,GA,"[-84.321402, 33.823555]"
30330,ATLANTA,643,GA,"[-84.434735, 33.70645]"
30331,ATLANTA,38185,GA,"[-84.520468, 33.72241]"
30334,ATLANTA,0,GA,"[-84.388188, 33.74715]"
30336,ATLANTA,1228,GA,"[-84.510028, 33.78534]"
30337,COLLEGE PARK,18106,GA,"[-84.460849, 33.644227]"
30338,DUNWOODY,23565,GA,"[-84.316529, 33.944313]"
30339,ATLANTA,11158,GA,"[-84.462879, 33.87125]"
30340,DORAVILLE,22862,GA,"[-84.248265, 33.896377]"
30341,CHAMBLEE,26846,GA,"[-84.286969, 33.886727]"
30342,ATLANTA,19057,GA,"[-84.376091, 33.884245]"
30344,EAST POINT,33489,GA,"[-84.457292, 33.676214]"
30345,ATLANTA,19825,GA,"[-84.286961, 33.851347]"
30346,ATLANTA,18,GA,"[-84.333354, 33.926717]"
30349,ATLANTA,48116,GA,"[-84.481258, 33.605331]"
30350,ATLANTA,24573,GA,"[-84.341146, 33.979471]"
30354,HAPEVILLE,16349,GA,"[-84.387025, 33.66546]"
30360,ATLANTA,16023,GA,"[-84.271645, 33.937772]"
30401,OAK PARK,12918,GA,"[-82.338668, 32.581938]"
30410,AILEY,1004,GA,"[-82.47619, 32.214262]"
30411,ALAMO,2584,GA,"[-82.794445, 32.13298]"
30413,BARTOW,945,GA,"[-82.470788, 32.863186]"
30415,BROOKLET,4850,GA,"[-81.628003, 32.294046]"
30417,CLAXTON,8724,GA,"[-81.908032, 32.165009]"
30420,COBBTOWN,1482,GA,"[-82.133274, 32.264237]"
30421,COLLINS,1298,GA,"[-82.10948, 32.185228]"
30425,GARFIELD,593,GA,"[-82.085599, 32.600776]"
30426,GIRARD,1074,GA,"[-81.710581, 33.043689]"
30427,GLENNVILLE,7702,GA,"[-81.948313, 31.946708]"
30428,GLENWOOD,2319,GA,"[-82.675881, 32.157243]"
30434,LOUISVILLE,7089,GA,"[-82.383616, 33.016342]"
30436,LYONS,8675,GA,"[-82.307783, 32.171148]"
30438,MANASSAS,955,GA,"[-82.052925, 32.096551]"
30439,METTER,7744,GA,"[-82.060722, 32.401034]"
30441,MIDVILLE,1533,GA,"[-82.204181, 32.863794]"
30442,MILLEN,7700,GA,"[-81.961807, 32.787739]"
30445,MOUNT VERNON,3097,GA,"[-82.58672, 32.18398]"
30446,NEWINGTON,2296,GA,"[-81.532686, 32.588385]"
30450,PORTAL,3160,GA,"[-81.912257, 32.55504]"
30452,REGISTER,1655,GA,"[-81.872828, 32.338235]"
30453,REIDSVILLE,6286,GA,"[-82.147809, 32.054759]"
30454,ROCKLEDGE,160,GA,"[-82.747939, 32.391507]"
30455,ROCKY FORD,1554,GA,"[-81.741749, 32.656863]"
30456,SARDIS,1901,GA,"[-81.773039, 32.980946]"
30457,SOPERTON,5996,GA,"[-82.587098, 32.386861]"
30458,STATESBORO,33469,GA,"[-81.773956, 32.440841]"
30467,HILTONIA,9991,GA,"[-81.633394, 32.77627]"
30470,TARRYTOWN,1181,GA,"[-82.516933, 32.290623]"
30471,TWIN CITY,5531,GA,"[-82.197856, 32.612926]"
30473,UVALDA,1881,GA,"[-82.508879, 32.048271]"
30474,VIDALIA,15396,GA,"[-82.406724, 32.193408]"
30477,WADLEY,3376,GA,"[-82.402459, 32.874742]"
30501,GAINESVILLE,22334,GA,"[-83.825596, 34.307269]"
30504,GAINESVILLE,10061,GA,"[-83.879311, 34.272281]"
30506,GAINESVILLE,22232,GA,"[-83.888211, 34.356227]"
30507,GAINESVILLE,13327,GA,"[-83.771625, 34.25915]"
30510,ALTO,4701,GA,"[-83.601996, 34.459079]"
30511,BALDWIN,3969,GA,"[-83.529781, 34.456411]"
30512,BLAIRSVILLE,11360,GA,"[-83.992027, 34.876253]"
30513,BLUE RIDGE,4844,GA,"[-84.328087, 34.855523]"
30516,BOWERSVILLE,2082,GA,"[-83.048364, 34.399592]"
30517,BRASELTON,3142,GA,"[-83.781162, 34.138941]"
30518,BUFORD,24810,GA,"[-83.996459, 34.112373]"
30520,CANON,1393,GA,"[-83.126693, 34.347766]"
30521,CARNESVILLE,4135,GA,"[-83.279209, 34.394723]"
30522,CHERRYLOG,2150,GA,"[-84.443136, 34.773711]"
30523,CLARKESVILLE,8931,GA,"[-83.524304, 34.644993]"
30525,CLAYTON,6700,GA,"[-83.40655, 34.882569]"
30527,CLERMONT,2336,GA,"[-83.785311, 34.476091]"
30528,CLEVELAND,11036,GA,"[-83.749985, 34.583949]"
30529,COMMERCE,8792,GA,"[-83.448011, 34.213413]"
30531,CORNELIA,7597,GA,"[-83.54527, 34.520882]"
30533,DAHLONEGA,15003,GA,"[-83.979838, 34.529949]"
30534,JUNO,10196,GA,"[-84.103705, 34.394331]"
30535,DEMOREST,3521,GA,"[-83.569625, 34.575564]"
30537,SKY VALLEY,328,GA,"[-83.380113, 34.979659]"
30538,EASTANOLLEE,1478,GA,"[-83.258685, 34.50366]"
30539,EAST ELLIJAY,314,GA,"[-84.473062, 34.682636]"
30540,ELLIJAY,9672,GA,"[-84.481226, 34.677514]"
30541,EPWORTH,1523,GA,"[-84.441593, 34.944249]"
30542,FLOWERY BRANCH,9361,GA,"[-83.902407, 34.181893]"
30543,GILLSVILLE,1585,GA,"[-83.675681, 34.300148]"
30545,HELEN,469,GA,"[-83.739936, 34.686601]"
30546,HIAWASSEE,5067,GA,"[-83.7478, 34.937667]"
30547,HOMER,2949,GA,"[-83.497432, 34.356312]"
30548,HOSCHTON,3444,GA,"[-83.780253, 34.086578]"
30549,JEFFERSON,8795,GA,"[-83.570813, 34.106197]"
30552,LAKEMONT,338,GA,"[-83.403763, 34.761697]"
30553,LAVONIA,5797,GA,"[-83.112992, 34.452758]"
30554,LULA,3365,GA,"[-83.694459, 34.398513]"
30555,MC CAYSVILLE,4720,GA,"[-84.368294, 34.952212]"
30557,MARTIN,1601,GA,"[-83.168553, 34.515482]"
30558,MAYSVILLE,4456,GA,"[-83.584019, 34.273627]"
30559,MINERAL BLUFF,2180,GA,"[-84.254066, 34.934112]"
30560,MORGANTON,2558,GA,"[-84.211479, 34.871382]"
30563,MOUNT AIRY,2813,GA,"[-83.471272, 34.567825]"
30564,MURRAYVILLE,2126,GA,"[-83.894919, 34.434167]"
30565,NICHOLSON,3352,GA,"[-83.421031, 34.097016]"
30566,OAKWOOD,6584,GA,"[-83.894013, 34.237196]"
30567,PENDERGRASS,1956,GA,"[-83.663356, 34.179634]"
30568,RABUN GAP,1828,GA,"[-83.390122, 34.957552]"
30571,SAUTEE NACOOCHEE,1504,GA,"[-83.693116, 34.716245]"
30572,SUCHES,800,GA,"[-84.049582, 34.72529]"
30575,TALMO,1153,GA,"[-83.71872, 34.19506]"
30576,TIGER,2454,GA,"[-83.433317, 34.81741]"
30577,TOCCOA,20324,GA,"[-83.31144, 34.566474]"
30582,YOUNG HARRIS,1687,GA,"[-83.86882, 34.958791]"
30601,ATHENS,15661,GA,"[-83.363174, 33.976097]"
30605,ATHENS,33299,GA,"[-83.352508, 33.932097]"
30606,ATHENS,29839,GA,"[-83.418019, 33.946085]"
30607,ATHENS,7056,GA,"[-83.427761, 34.006978]"
30619,ARNOLDSVILLE,648,GA,"[-83.234137, 33.880338]"
30620,BETHLEHEM,2181,GA,"[-83.728227, 33.926116]"
30621,BISHOP,3620,GA,"[-83.477655, 33.808091]"
30622,BOGART,7245,GA,"[-83.50546, 33.934038]"
30624,BOWMAN,2315,GA,"[-83.028437, 34.19193]"
30625,BUCKHEAD,1222,GA,"[-83.343484, 33.536842]"
30627,CARLTON,2046,GA,"[-83.003827, 33.985217]"
30628,COLBERT,5943,GA,"[-83.21906, 34.038246]"
30629,COMER,3134,GA,"[-83.121978, 34.088776]"
30630,CRAWFORD,2883,GA,"[-83.189319, 33.909533]"
30631,CRAWFORDVILLE,1915,GA,"[-82.887234, 33.570801]"
30633,DANIELSVILLE,7119,GA,"[-83.275841, 34.170799]"
30634,DEWY ROSE,1138,GA,"[-82.940894, 34.172052]"
30635,ELBERTON,15503,GA,"[-82.844765, 34.108202]"
30641,GOOD HOPE,1031,GA,"[-83.594952, 33.761346]"
30642,GREENSBORO,6206,GA,"[-83.170192, 33.563682]"
30643,HARTWELL,14886,GA,"[-82.929576, 34.357124]"
30646,HULL,5142,GA,"[-83.311029, 34.04781]"
30648,LEXINGTON,1712,GA,"[-83.085809, 33.879913]"
30650,MADISON,8855,GA,"[-83.461781, 33.594681]"
30655,MONROE,18405,GA,"[-83.707221, 33.808141]"
30660,PHILOMATH,1137,GA,"[-82.909975, 33.783593]"
30662,ROYSTON,8836,GA,"[-83.140614, 34.277793]"
30663,RUTLEDGE,2161,GA,"[-83.602302, 33.616316]"
30666,STATHAM,3758,GA,"[-83.5893, 33.960233]"
30667,STEPHENS,1069,GA,"[-83.115902, 33.771471]"
30668,DANBURG,2293,GA,"[-82.695558, 33.883294]"
30669,UNION POINT,3561,GA,"[-83.087913, 33.634544]"
30673,WASHINGTON,7699,GA,"[-82.742912, 33.726541]"
30677,WATKINSVILLE,7723,GA,"[-83.408043, 33.854247]"
30678,WHITE PLAINS,1596,GA,"[-83.090845, 33.484338]"
30680,WINDER,16981,GA,"[-83.711473, 33.998544]"
30683,WINTERVILLE,3056,GA,"[-83.290645, 33.954253]"
30701,CALHOUN,22017,GA,"[-84.934545, 34.496456]"
30705,CHATSWORTH,22271,GA,"[-84.794293, 34.758929]"
30707,CHICKAMAUGA,13545,GA,"[-85.322136, 34.857963]"
30708,CISCO,978,GA,"[-84.717382, 34.847405]"
30710,COHUTTA,5052,GA,"[-84.945801, 34.932635]"
30711,CRANDALL,2901,GA,"[-84.764533, 34.941225]"
30720,DALTON,20680,GA,"[-84.987477, 34.76352]"
30721,DALTON,36051,GA,"[-84.933871, 34.77922]"
30725,FLINTSTONE,2775,GA,"[-85.352443, 34.925162]"
30728,LA FAYETTE,16287,GA,"[-85.260212, 34.692008]"
30730,LYERLY,2585,GA,"[-85.403826, 34.402958]"
30731,CLOUDLAND,3222,GA,"[-85.459723, 34.570909]"
30733,PLAINVILLE,1589,GA,"[-85.031204, 34.41447]"
30734,RANGER,2015,GA,"[-84.727018, 34.540361]"
30735,HILL CITY,2926,GA,"[-84.916251, 34.591996]"
30736,RINGGOLD,25360,GA,"[-85.154908, 34.92052]"
30738,RISING FAWN,4036,GA,"[-85.471078, 34.853491]"
30739,ROCK SPRING,4181,GA,"[-85.241481, 34.806534]"
30740,ROCKY FACE,6029,GA,"[-85.056143, 34.774456]"
30741,ROSSVILLE,18436,GA,"[-85.296785, 34.953481]"
30742,FORT OGLETHORPE,14807,GA,"[-85.242812, 34.964082]"
30746,SUGAR VALLEY,1340,GA,"[-85.026048, 34.551929]"
30747,SUMMERVILLE,10748,GA,"[-85.336224, 34.485899]"
30750,LOOKOUT MOUNTAIN,2818,GA,"[-85.379384, 34.933512]"
30752,TRENTON,7930,GA,"[-85.517118, 34.901681]"
30753,TRION,5963,GA,"[-85.311156, 34.54679]"
30755,TUNNEL HILL,6947,GA,"[-85.046815, 34.854129]"
30757,WILDWOOD,586,GA,"[-85.430456, 34.977911]"
30802,APPLING,2255,GA,"[-82.285631, 33.627088]"
30803,AVERA,836,GA,"[-82.514965, 33.140997]"
30805,BLYTHE,297,GA,"[-82.203044, 33.294088]"
30808,DEARING,4632,GA,"[-82.395512, 33.40702]"
30809,EVANS,12788,GA,"[-82.139775, 33.541194]"
30810,GIBSON,1649,GA,"[-82.576591, 33.247097]"
30813,GROVETOWN,13283,GA,"[-82.240937, 33.476622]"
30814,HARLEM,4318,GA,"[-82.309659, 33.417007]"
30815,HEPHZIBAH,27838,GA,"[-82.088689, 33.343328]"
30816,KEYSVILLE,135,GA,"[-82.183368, 33.17191]"
30817,LINCOLNTON,7028,GA,"[-82.443481, 33.777335]"
30818,MATTHEWS,607,GA,"[-82.286747, 33.217582]"
30820,MITCHELL,708,GA,"[-82.681654, 33.20515]"
30821,NORWOOD,882,GA,"[-82.735575, 33.478921]"
30822,PERKINS,549,GA,"[-81.869573, 32.905747]"
30823,STAPLETON,884,GA,"[-82.459704, 33.189423]"
30824,THOMSON,15487,GA,"[-82.494204, 33.477363]"
30828,WARRENTON,4091,GA,"[-82.63568, 33.40914]"
30830,WAYNESBORO,12213,GA,"[-81.990797, 33.101254]"
30833,WRENS,4782,GA,"[-82.380962, 33.210397]"
30901,AUGUSTA,24496,GA,"[-81.972959, 33.460084]"
30904,AUGUSTA,30408,GA,"[-82.013078, 33.47374]"
30905,FORT GORDON,9260,GA,"[-82.139179, 33.419032]"
30906,PEACH ORCHARD,58646,GA,"[-82.038358, 33.402024]"
30907,MARTINEZ,42573,GA,"[-82.099505, 33.511692]"
30909,FOREST HILLS,32202,GA,"[-82.060439, 33.480932]"
31001,ABBEVILLE,1991,GA,"[-83.306845, 31.96484]"
31002,ADRIAN,2880,GA,"[-82.569508, 32.563505]"
31003,ALLENTOWN,1099,GA,"[-83.189796, 32.653829]"
31005,BONAIRE,5095,GA,"[-83.604736, 32.546037]"
31006,BUTLER,4731,GA,"[-84.234308, 32.572597]"
31007,BYROMVILLE,1672,GA,"[-83.899128, 32.185192]"
31008,POWERSVILLE,8205,GA,"[-83.762244, 32.647384]"
31009,CADWELL,1501,GA,"[-83.026767, 32.317395]"
31011,CHAUNCEY,1954,GA,"[-83.050804, 32.083532]"
31012,CHESTER,1517,GA,"[-83.174029, 32.398152]"
31014,COCHRAN,11373,GA,"[-83.322886, 32.398066]"
31015,CORDELE,18662,GA,"[-83.783507, 31.956625]"
31016,CULLODEN,2501,GA,"[-84.045628, 32.830078]"
31017,DANVILLE,2221,GA,"[-83.303298, 32.593017]"
31018,DAVISBORO,2032,GA,"[-82.622738, 32.944296]"
31019,DEXTER,1705,GA,"[-83.052771, 32.435639]"
31020,DRY BRANCH,3702,GA,"[-83.495105, 32.70499]"
31021,EAST DUBLIN,32030,GA,"[-82.90368, 32.547794]"
31022,DUDLEY,966,GA,"[-83.089918, 32.525879]"
31023,EASTMAN,11744,GA,"[-83.185959, 32.208425]"
31024,EATONTON,13086,GA,"[-83.36277, 33.312723]"
31025,ELKO,934,GA,"[-83.730388, 32.333648]"
31028,CENTERVILLE,2764,GA,"[-83.676773, 32.634375]"
31029,FORSYTH,8959,GA,"[-83.936209, 33.050764]"
31030,FORT VALLEY,14027,GA,"[-83.888727, 32.54956]"
31031,STEVENS POTTERY,5415,GA,"[-83.320416, 32.909212]"
31032,GRAY,8781,GA,"[-83.539951, 33.017177]"
31033,HADDOCK,1193,GA,"[-83.431219, 33.051888]"
31035,HARRISON,1737,GA,"[-82.71593, 32.842007]"
31036,HAWKINSVILLE,9154,GA,"[-83.494763, 32.277834]"
31037,HELENA,1526,GA,"[-82.91782, 32.078093]"
31038,ROUND OAK,811,GA,"[-83.687092, 33.179994]"
31041,IDEAL,1924,GA,"[-84.148149, 32.393022]"
31042,IRWINTON,447,GA,"[-83.173963, 32.808849]"
31044,JEFFERSONVILLE,3953,GA,"[-83.385896, 32.741096]"
31045,JEWELL,1105,GA,"[-82.732803, 33.328754]"
31046,JULIETTE,687,GA,"[-83.823529, 33.119412]"
31047,KATHLEEN,563,GA,"[-83.61284, 32.467218]"
31049,KITE,1196,GA,"[-82.527361, 32.707833]"
31050,KNOXVILLE,2134,GA,"[-83.943011, 32.64724]"
31052,LIZELLA,6992,GA,"[-83.825009, 32.777316]"
31054,MC INTYRE,3295,GA,"[-83.203953, 32.84679]"
31055,MC RAE,4906,GA,"[-82.887665, 32.043529]"
31057,MARSHALLVILLE,2008,GA,"[-83.943478, 32.452003]"
31058,MAUK,319,GA,"[-84.399906, 32.509016]"
31060,MILAN,1627,GA,"[-83.058845, 31.961797]"
31061,MILLEDGEVILLE,39173,GA,"[-83.237943, 33.079958]"
31063,MONTEZUMA,6160,GA,"[-84.004139, 32.302615]"
31064,MONTICELLO,5328,GA,"[-83.714049, 33.311797]"
31065,MONTROSE,587,GA,"[-83.160119, 32.561867]"
31066,MUSELLA,121,GA,"[-84.045591, 32.820228]"
31068,OGLETHORPE,2951,GA,"[-84.082991, 32.284186]"
31069,PERRY,13945,GA,"[-83.728258, 32.46051]"
31070,PINEHURST,917,GA,"[-83.720853, 32.196692]"
31071,PINEVIEW,1154,GA,"[-83.515835, 32.090728]"
31072,PITTS,1278,GA,"[-83.55788, 31.942533]"
31075,RENTZ,3037,GA,"[-82.913987, 32.363834]"
31076,REYNOLDS,2455,GA,"[-84.101134, 32.55411]"
31077,RHINE,1449,GA,"[-83.19831, 32.011303]"
31078,ROBERTA,2803,GA,"[-84.045114, 32.722152]"
31079,ROCHELLE,2585,GA,"[-83.444978, 31.949119]"
31081,RUPERT,208,GA,"[-84.273753, 32.432524]"
31082,DEEPSTEP,10459,GA,"[-82.816934, 32.986972]"
31085,SHADY DALE,1606,GA,"[-83.704031, 33.401353]"
31087,DEVEREUX,8908,GA,"[-82.985948, 33.265516]"
31088,WARNER ROBINS,34526,GA,"[-83.641578, 32.593365]"
31089,TENNILLE,3696,GA,"[-82.840024, 32.9063]"
31090,TOOMSBORO,1129,GA,"[-83.084427, 32.821895]"
31091,UNADILLA,2623,GA,"[-83.74467, 32.255766]"
31092,VIENNA,4689,GA,"[-83.792198, 32.091291]"
31093,WARNER ROBINS,27107,GA,"[-83.639466, 32.636839]"
31094,WARTHEN,1188,GA,"[-82.803899, 33.125455]"
31096,WRIGHTSVILLE,5755,GA,"[-82.726206, 32.721866]"
31097,YATESVILLE,1188,GA,"[-84.159253, 32.915592]"
31098,ROBINS A F B,3228,GA,"[-83.58775, 32.60958]"
